Process,Material_mean,Material_std,Equipment_mean,Equipment_std,Labor_mean,Labor_std,Facility_mean,Facility_std,Utilities_mean,Utilities_std,Consumables_mean,Consumables_std,Overhead_mean,Overhead_std,Total_mean,Total_std
Assembly,0.0,0.0,0.0,0.0,58.10953702715684,17.17122876740398,0.2661465647432999,0.02991852782282851,0.0,0.0,0.0,0.0,37.99788389574077,8.764894405194259,96.3735674876409,25.429952097263897
Die Cutting Film,0.0,0.0,1.7699413726276423,0.2595821094176866,45.365953395247736,24.167950234307323,0.7848907132201642,0.09072222250505771,1.0978501063858719,0.12689588493169285,10.111409412514787,4.89921449028256,38.499991591544635,14.259973510734973,97.63003659154083,38.542462636183416
Injection Molding Endcap,3.0549156472954144,0.13116756797317888,0.300196450506995,0.04690375760845943,0.10148590888678619,0.029608736175567682,0.008328296540731283,0.0008834673824396437,0.08146236544001809,0.008641544211430674,0.2228360183550708,0.04016642735305993,0.4748155366750716,0.06349438587792729,4.244040223700087,0.20371019789831152
Injection Molding Header,22.269892327385413,0.9561925607320138,0.30015455334749935,0.0466806842041459,0.10148792083755215,0.029786172965959822,0.008322065935160754,0.0008674413945870883,0.08140142142038373,0.008484787679936233,0.2228360183550708,0.04016642735305993,0.474724442828646,0.06301313469407333,23.458818750109725,0.998328066878327
Injection Molding Plate,260.802354852892,11.197955870898648,18.76975912733103,2.9216352374650754,6.355459192939582,1.8426675251245765,0.5216166664806877,0.053888591479240265,5.102139110517636,0.5271056464740448,13.927251147191924,2.510401709566247,29.69823708072192,3.9404011111731285,335.17681717807477,15.163842590486507
Laser Welding,0.0,0.0,86.08259313105486,16.704859536788543,10.943213141279532,3.1826840976149984,2.002821763196336,0.22634714425388855,5.252637521923388,0.5936222207765331,0.0,0.0,68.6981543227886,8.747960879812151,172.97941988024272,24.269171754323768
Total,286.1271628275728,12.28531599960383,107.22264463486803,16.974307422898036,120.97713658634804,38.77790353573878,3.5921260701163797,0.27632671921977836,11.615490525687298,0.8838718326031473,24.484332596416856,5.4563714738803135,175.84380687029966,16.1175460527426,729.8627001113091,60.52570337913803
