Component,mean,std,min,max
Material,85.35298804408141,3.6702392952138196,75.32586817308766,95.66782574272678
Equipment,106.890883522082,16.71840420887823,68.06796470332317,161.94323823554336
Labor,120.72111714965922,37.19199165938935,40.01332097087794,249.52516463773887
Facility,3.5792879970731017,0.275432516814731,2.753744429027403,4.479843590878321
Utilities,11.57749436157783,0.8856493355614452,8.91172695541022,14.628067693350237
Consumables,24.587107147151972,5.690143400615228,14.769632287460336,46.53160128767651
Overhead,175.820610153969,15.837833096068863,134.075669090687,223.4278492163147
Total,528.5294883755946,54.313118975866665,352.1368606246407,725.5501065271293
