Process,Total_mean,Total_std,Total_min,Total_max
Assembly,116.22870362446702,26.34800051624556,54.01446325020091,206.14482181778374
Die Cutting Film,118.9981153758229,42.05927797954273,35.099943206585635,271.64116050165455
Gluing,10.866376593731395,1.3665114722449707,7.317128840732906,16.046291110593277
Injection Molding Endcap,4.496937600856482,0.22221865897632834,3.811091704498031,5.386430447918162
Injection Molding Header,23.68530670066969,0.999583357250674,20.782896627459174,26.802770847681558
Injection Molding Plate,350.7291087644723,16.191279472893413,299.01667878386763,407.9218121527716
Total,625.0045486600197,52.26198473164369,489.98961149030373,825.2977605231035
