Process,Total_mean,Total_std,Total_min,Total_max
Assembly,93.5849412390973,23.845510381109165,40.258477934466974,187.5517103425291
Die Cutting Film,96.19916072583915,37.94624006155942,25.968039203205002,229.37689814365882
Die Cutting IM Plate,95.97935910838756,37.73632043660665,25.324881926619653,224.8625806456343
Injection Molding Endcap,5.96488212271897,0.39307879106975324,4.819555857893855,7.52722230147959
Injection Molding Header,31.92565470182711,1.8335221639862012,26.348610015940938,38.499644434571564
Injection Molding Plate,170.93998107936204,17.440879767401782,129.57245092958328,238.8873100788582
Laser Welding,168.0452635981155,24.547992787089452,109.51625967486298,244.6466410866131
Total,662.6392425753476,89.15074582274032,446.65746508107026,981.0141183893427
