Component,mean,std,min,max
Material,88.09015656995943,4.1935872483121885,76.75511182423583,102.00574879381584
Equipment,110.11928214955654,17.54963443364775,67.4778342177297,169.16770459636058
Labor,170.57142154899068,48.1760850026626,72.45476994229571,332.9745301116219
Facility,3.9069310435675346,0.30051044857240383,3.0622654722832126,4.940812450934741
Utilities,11.940078484740846,0.9452797649847742,9.22634340815341,15.46859390133725
Consumables,25.2875540061408,5.86166994551769,15.159641416404119,48.37292505216598
Overhead,204.87656390265929,17.292627418483633,157.69360487931777,267.3959763270692
Total,614.7919877056152,66.27000365061245,437.4951200808951,873.7692938600951
