Process,Total_mean,Total_std,Total_min,Total_max
Assembly,116.12763212264322,26.64067243701346,55.36269515309243,211.82773063085628
Die Cutting Film,118.58860159783433,42.01017998690695,35.91220824275676,256.3927908995617
Gluing,10.849397274667671,1.3639908131796272,7.251003773239672,15.736982734766354
Injection Molding Endcap,4.495500075968682,0.22182067218812385,3.8187601002092117,5.409060047850924
Injection Molding Header,23.66621434741122,1.0130806467160285,20.995102736118007,26.99509529462769
Injection Molding Plate,150.48545468124914,10.053565771241518,116.66763388143926,189.24182542018207
Total,424.21280009977426,50.13157831734597,293.79891642988554,607.2044671752991
