Process,Total_mean,Total_std,Total_min,Total_max
Assembly,96.21359890938827,24.618585493066206,40.62305767295118,184.86281186780866
Die Cutting Film,99.31823164853954,38.40295015097839,24.13257630747672,240.28168578190932
Injection Molding Endcap,4.235882049503008,0.19717780867756107,3.643446897316011,4.984129925270518
Injection Molding Header,23.42137829922579,0.9965077790565032,20.86049390583952,26.619661747046685
Injection Molding Plate,334.5233158793122,14.922252660133504,288.4869360328078,388.0008105853579
Laser Welding,172.31863283503972,24.177528290703645,111.93614970152434,246.52718072713753
Total,730.0310396210085,58.745929646281674,568.8422128747818,956.8131143658716
