Component,mean,std,min,max
Material,90.29150024039895,5.2872520918544135,74.89499379691422,108.14895931962327
Equipment,128.8374732426337,19.920025434730487,78.92459544412995,202.6490502019315
Labor,172.4571673915808,60.5961969282708,49.94392185170208,391.123357029698
Facility,5.182016394223264,0.3624383379469974,4.027855567529188,6.586829035294702
Utilities,8.842055899303649,0.7233154164688349,6.832301501922782,11.292618758566654
Consumables,50.65966426492517,11.769908173033343,30.112135454282196,100.82431374951594
Overhead,206.36936514228208,27.236048671735478,154.81833744718,290.2541463073752
Total,662.6392425753476,89.15074582274025,446.6574650810702,981.0141183893427
